tunecache	1.1.0	1.1.0-c3781bc-dirty-sm_80	cpu_arch=x86_64,gpu_arch=sm_80,cuda_version=11.4.152	# Last updated Tue Mar  4 23:59:45 2025

          volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	aux.x	aux.y	aux.z	aux.w	time	comment
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay	32	1	1	432	1	1	23845	-1	-1	-1	-1	1.3568e-05	# 721.36 Gflop/s, 1173.74 GB/s, tuning took 0.029447 seconds at Sun Aug 18 11:55:07 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay,zero_copy,p2p=0	16	1	1	864	1	1	83457	-1	-1	-1	-1	0.000120832	# 81.00 Gflop/s, 131.80 GB/s, tuning took 0.124705 seconds at Sun Aug 18 11:55:08 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay,zero_copy,p2p=1	32	1	1	432	1	1	6955	-1	-1	-1	-1	1.34875e-05	# 725.66 Gflop/s, 1180.74 GB/s, tuning took 0.029398 seconds at Sun Aug 18 11:55:13 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,zero_copy,p2p=0	64	1	1	216	1	1	83457	-1	-1	-1	-1	0.000120946	# 78.18 Gflop/s, 131.67 GB/s, tuning took 0.124857 seconds at Sun Aug 18 11:54:46 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,zero_copy,p2p=1	32	1	1	432	1	1	5756	-1	-1	-1	-1	1.36885e-05	# 690.77 Gflop/s, 1163.41 GB/s, tuning took 0.029337 seconds at Sun Aug 18 11:54:51 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001	128	1	1	108	1	1	11128	-1	-1	-1	-1	1.28465e-05	# 736.04 Gflop/s, 1239.65 GB/s, tuning took 0.029333 seconds at Sun Aug 18 11:54:46 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay	32	1	1	432	1	1	6420	-1	-1	-1	-1	1.31103e-05	# 746.54 Gflop/s, 1214.71 GB/s, tuning took 0.029350 seconds at Sun Aug 18 11:55:07 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay,zero_copy,p2p=0	16	1	1	864	1	1	83457	-1	-1	-1	-1	0.000120149	# 81.46 Gflop/s, 132.55 GB/s, tuning took 0.124136 seconds at Sun Aug 18 11:55:07 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay,zero_copy,p2p=1	32	1	1	432	1	1	5564	-1	-1	-1	-1	1.23581e-05	# 791.98 Gflop/s, 1288.64 GB/s, tuning took 0.028376 seconds at Sun Aug 18 11:55:13 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,zero_copy,p2p=0	16	1	1	864	1	1	83457	-1	-1	-1	-1	0.000119694	# 79.00 Gflop/s, 133.05 GB/s, tuning took 0.123629 seconds at Sun Aug 18 11:54:46 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,zero_copy,p2p=1	32	1	1	432	1	1	5962	-1	-1	-1	-1	1.19769e-05	# 789.49 Gflop/s, 1329.66 GB/s, tuning took 0.027861 seconds at Sun Aug 18 11:54:51 2024
